Product Name,Short Description,Description,Price
Base d'adresses emails de graphistes,9.371 adresses emails de graphistes et d'entreprises de travaux graphiques,"Les 9.371 adresses e-mails de graphistes et des entreprises de travaux graphiques sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Base d'adresses emails de journalistes professionnels,436 adresses emails de journalistes professionnels,"Les 436 adresses e-mails des journalistes professionnels sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Le nom du journal ou du magazine n'est pas indiqué
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",15
Base d'adresses emails de librairies,7.048 adresses emails de librairies,"Les 7.048 adresses e-mails des librairies sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",100
Emails vente de presse journaux magazines,"3.946 adresses emails de vente de presse, journaux et magasines","Les 3.946 adresses e-mails des maisons de la presse et vendeurs de journaux sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Emails chaines télévision radio studios cinéma,"4.556 adresses emails de chaines de télévision, de stations de radio et de studios de cinéma","Les 4.556 adresses e-mails de chaines de télévision, de stations de radio et de studios de cinéma sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",65
Emails agents artistiques agents litteraires,Base de 493 adresses emails d'agents artistiques et agents littéraires,"Les 493 adresses e-mails des agents artistiques et agents littéraires sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL -  EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
E-mails des artistes du spectacle,Base de 1.844 adresses emails d'artistes du spectacle,"Les 1.844 adresses e-mails des artistes du spectacle sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Adresses emails galeries d'art,4.410 adresses emails des galeries d'art,"Les 4.410  adresses e-mails des galeries d'art sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",65
Emails conception de spectacles,2.588 adresses emails de conception installation et équipement de spectacles,"Les 2.588 adresses e-mails de conception, installation et équipement de spectacles sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",40
Base d'adresses emails de médecins,39.652 adresses emails de médecins,"Les 39.652 adresses e-mails des médecins sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - SPECIALITE
Liste des spécialités des adresses e-mails de médecins :
MEDECINE : SANTE PUBLIQUE
MEDECINE DU TRAVAIL, SANTE AU TRAVAIL
MEDECINS : ALLERGOLOGIE
MEDECINS : ANATOMIE ET CYTOLOGIE PATHOLOGIQUES
MEDECINS : ANDROLOGIE
MEDECINS : ANESTHESIOLOGIE ET REANIMATION CHIRURGICALE
MEDECINS : ANGEIOLOGIE, MEDECINE VASCULAIRE
MEDECINS : BIOLOGIE MEDICALE
MEDECINS : CANCEROLOGIE
MEDECINS : CANCEROLOGIE, ONCOLOGIE MEDICALE
MEDECINS : CARDIOLOGIE, MALADIES VASCULAIRES
MEDECINS : CHIRURGIE CARDIO-VASCULAIRE ET THORACIQUE
MEDECINS : CHIRURGIE DE LA FACE ET DU COU
MEDECINS : CHIRURGIE DE LA MAIN
MEDECINS : CHIRURGIE GENERALE
MEDECINS : CHIRURGIE INFANTILE
MEDECINS : CHIRURGIE MAXILLO-FACIALE
MEDECINS : CHIRURGIE ORTHOPEDIQUE ET TRAUMATOLOGIE
MEDECINS : CHIRURGIE PLASTIQUE RECONSTRUCTRICE ET ESTHETIQUE
MEDECINS : CHIRURGIE UROLOGIQUE
MEDECINS : CHIRURGIE VASCULAIRE
MEDECINS : CHIRURGIE VISCERALE
MEDECINS : DERMATOLOGIE ET VENEREOLOGIE
MEDECINS : DIABETOLOGIE-NUTRITION
MEDECINS : ECHOGRAPHIE
MEDECINS : ENDOCRINOLOGIE ET METABOLISME
MEDECINS : EVALUATION ET TRAITEMENT DE LA DOULEUR
MEDECINS : GASTRO-ENTEROLOGIE ET HEPATOLOGIE (APPAREIL DIGESTIF)
MEDECINS : GENETIQUE MEDICALE
MEDECINS : GERIATRIE, GERONTOLOGIE (MALADIES DES PERSONNES AGEES)
MEDECINS : GYNECOLOGIE MEDICALE, OBSTETRIQUE
MEDECINS : GYNECOLOGIE-OBSTETRIQUE
MEDECINS : MALADIES DU SANG (HEMATOLOGIE)
MEDECINS : MEDECINE AERONAUTIQUE ET SPATIALE
MEDECINS : MEDECINE ET BIOLOGIE DU SPORT
MEDECINS : MEDECINE GENERALE
MEDECINS : MEDECINE GENERALE ORIENTATION ACUPUNCTURE
MEDECINS : MEDECINE GENERALE ORIENTATION HOMEOPATHIE
MEDECINS : MEDECINE INTERNE
MEDECINS : MEDECINE LEGALE, PRATIQUE MEDICO-JUDICIAIRE
MEDECINS : MEDECINE MANUELLE - OSTEOPATHIE
MEDECINS : MEDECINE NUCLEAIRE
MEDECINS : MEDECINE PHYSIQUE ET DE READAPTATION
MEDECINS : MEDECINE THERMALE (HYDROLOGIE ET CLIMATOLOGIE MEDICALES)
MEDECINS : MEDECINE TROPICALE, PATHOLOGIE INFECTIEUSE ET TROPICALE
MEDECINS : MESOTHERAPIE
MEDECINS : NEPHROLOGIE
MEDECINS : NEUROCHIRURGIE
MEDECINS : NEUROLOGIE
MEDECINS : NEUROPSYCHIATRIE
MEDECINS : NUTRITION
MEDECINS : ONCOLOGIE
MEDECINS : OPHTALMOLOGIE
MEDECINS : ORTHOPEDIE DENTO-MAXILLO-FACIALE
MEDECINS : OTO-RHINO-LARYNGOLOGIE
MEDECINS : PATHOLOGIE DU SOMMEIL ET DE LA VIGILANCE
MEDECINS : PEDIATRIE MALADIES DES ENFANTS
MEDECINS : PHONIATRIE
MEDECINS : PNEUMOLOGIE
MEDECINS : PSYCHIATRIE
MEDECINS : PSYCHIATRIE DE L'ENFANT ET DE L'ADOLESCENT
MEDECINS : RADIOLOGIE (RADIODIAGNOSTIC ET IMAGERIE MEDICALE)
MEDECINS : RADIOTHERAPIE (ONCOLOGIE OPTION RADIOTHERAPIE)
MEDECINS : REANIMATION MEDICALE
MEDECINS : REPRODUCTION ET GYNECOLOGIE MEDICALE
MEDECINS : RHUMATOLOGIE
MEDECINS : SEXOLOGIE
MEDECINS : SOINS PALLIATIFS ET ACCOMPAGNEMENT
MEDECINS : STOMATOLOGIE
MEDECINS : TABACOLOGIE ET AIDE AU SEVRAGE
MEDECINS : TOXICOMANIE, ALCOOLOGIE, ADDICTOLOGIE
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",400
Emails pharmacies et parapharmacies,25.914 adresses e-mails uniques de pharmacies et parapharmacies,"Les 25.914 adresses e-mails des pharmacies et des parapharmacies sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
Base d'adresses emails d'opticiens,17.903 adresses emails d'opticiens,"Les 17.903 adresses e-mails des opticiens sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",160
Adresses emails Professions Libérales,228.425 adresses emails de professions libérales,"Les 228.425 adresses e-mails des professions libérales sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Nous pouvons vous proposer l'achat d'une sélection du fichier sur un département ou une région. Le mieux est de vous rendre à la rubrique Contact et de nous envoyer votre demande. Nous vous répondrons par e-mail avec le comptage et devis correspondant.
Liste des adresses e-mails du package des professions libérales :
administrateurs judiciaires, agents generaux d'assurances, avocats, avocats au conseil d'etat et a la cour de cassation, avocats communautaires exercant sous leur titre d'origine, avocats inscrits a un barreau etranger, avocats specialistes en droit commercial, avocats specialistes en droit communautaire, avocats specialistes en droit de l'environnement, avocats specialistes en droit de la propriete intellectuelle, avocats specialistes en droit des mesures d'execution, avocats specialistes en droit des personnes, avocats specialistes en droit des relations internationales, avocats specialistes en droit des societes, avocats specialistes en droit economique, avocats specialistes en droit fiscal, avocats specialistes en droit immobilier, avocats specialistes en droit penal, avocats specialistes en droit public, avocats specialistes en droit rural, avocats specialistes en droit social, commissaires aux comptes, commissaires-priseurs judiciaires, dentistes : chirurgiens-dentistes et docteurs en chirurgie dentaire, dentistes : chirurgiens-dentistes qualifies orthopedie dento-faciale, expertise comptable, huissiers de justice, medecine : sante publique, medecine du travail, sante au travail, medecins : allergologie, medecins : anatomie et cytologie pathologiques, medecins : andrologie, medecins : anesthesiologie et reanimation chirurgicale, medecins : angeiologie, medecine vasculaire, medecins : biologie medicale, medecins : cancerologie, medecins : cancerologie, oncologie medicale, medecins : cardiologie, maladies vasculaires, medecins : chirurgie cardio-vasculaire et thoracique, medecins : chirurgie de la face et du cou, medecins : chirurgie de la main, medecins : chirurgie generale, medecins : chirurgie infantile, medecins : chirurgie maxillo-faciale, medecins : chirurgie orthopedique et traumatologie, medecins : chirurgie plastique reconstructrice et esthetique, medecins : chirurgie urologique, medecins : chirurgie vasculaire, medecins : chirurgie viscerale, medecins : dermatologie et venereologie, medecins : diabetologie-nutrition, medecins : echographie, medecins : endocrinologie et metabolisme, medecins : evaluation et traitement de la douleur, medecins : gastro-enterologie et hepatologie (appareil digestif), medecins : genetique medicale, medecins : geriatrie, gerontologie (maladies des personnes agees), medecins : gynecologie medicale, obstetrique, medecins : gynecologie-obstetrique, medecins : maladies du sang (hematologie), medecins : medecine aeronautique et spatiale, medecins : medecine et biologie du sport, medecins : medecine generale, medecins : medecine generale orientation acupuncture, medecins : medecine generale orientation homeopathie, medecins : medecine interne, medecins : medecine legale, pratique medico-judiciaire, medecins : medecine manuelle - osteopathie, medecins : medecine nucleaire, medecins : medecine physique et de readaptation, medecins : medecine thermale (hydrologie et climatologie medicales), medecins : medecine tropicale, pathologie infectieuse et tropicale, medecins : mesotherapie, medecins : nephrologie, medecins : neurochirurgie, medecins : neurologie, medecins : neuropsychiatrie, medecins : nutrition, medecins : oncologie, medecins : ophtalmologie, medecins : orthopedie dento-maxillo-faciale, medecins : oto-rhino-laryngologie, medecins : pathologie du sommeil et de la vigilance, medecins : pediatrie maladies des enfants, medecins : phoniatrie, medecins : pneumologie, medecins : psychiatrie, medecins : psychiatrie de l'enfant et de l'adolescent, medecins : radiologie (radiodiagnostic et imagerie medicale), medecins : radiotherapie (oncologie option radiotherapie), medecins : reanimation medicale, medecins : reproduction et gynecologie medicale, medecins : rhumatologie, medecins : sexologie, medecins : soins palliatifs et accompagnement, medecins : stomatologie, medecins : tabacologie et aide au sevrage, medecins : toxicomanie, alcoologie, addictologie, notaires, pharmacies, pharmaciens, podo-orthesistes, podologues : pedicures-podologues, prothesistes dentaires, psychanalystes, psychologues, psychomotriciens, psychotherapeutes, psychotherapeutes, geometres experts
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",600
Adresses emails médecins généralistes,Fichier de 9.238 adresses emails de médecins généralistes,"Les 9.238 adresses e-mails de médecins généralistes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",140
Base adresses emails ambulance,4.725 adresses emails d'ambulances,"Les 4.725 adresses emails des ambulances sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",70
Adresses emails assistantes sociales,"1.774 adresses emails d'assistantes sociales, des affaires sanitaires et sociales","Les 1.774 adresses e-mails des assistantes sociales, des affaires sanitaires et sociales sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",29
Base d'adresses emails de chirurgiens,6.275 adresses emails des chirurgiens,"Les 6.275 adresses e-mails des chirurgiens sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - ACTIVITE - EMAIL
Liste des activités des chirurgiens :
Chirurgiens : chirurgie cardio-vasculaire et thoracique   
Chirurgiens : chirurgie de la face et du cou   
Chirurgiens : chirurgie de la main   
Chirurgiens : chirurgie générale   
Chirurgiens : chirurgie infantile   
Chirurgiens : chirurgie maxillo-faciale   
Chirurgiens : chirurgie orthopédique et traumatologie   
Chirurgiens : chirurgie plastique reconstructrice et esthétique   
Chirurgiens : chirurgie urologique   
Chirurgiens : chirurgie vasculaire   
Chirurgiens : chirurgie viscérale
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",85
Base des adresses e-mails des dentistes,Base de 10.686 adresses emails de dentistes,"Les 10.686 adresses e-mails des dentistes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",150
Adresses emails de matériel médical,17.944 adresses emails de fabricants et fournisseurs de matériel médical,"Les17.944 adresses e-mails des fabricants et des fournisseurs de matériel médical sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",190
Base d'adresses emails de relaxation,14.739 adresses emails de relaxologues,"Les 14.739  adresses e-mails de relaxologues et centres de relaxation sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",160
Base d'adresses emails de podologues,4.016 adresses emails de podologues,"Les 4.016 adresses e-mails des podologues et pédicures sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",60
Base d'adresses emails d'hopitaux et cliniques,10.727 adresses emails d'hopitaux et cliniques,"Les 10.727 adresses e-mails des cliniques et hopitaux sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",120
Emails infirmiers et sages-femmes,18.660 adresses emails d'infirmiers et sages-femmes,"Les 18.660 adresses e-mails des infirmières et des sages femmes sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL - ACTIVITE
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
Emails laboratoires analyses medicales,4.777 adresses emails de laboratoires d'analyses médicales,"Les 4.777 adresses e-mails des laboratoires d'analyses médicales sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",50
Adresses emails maisons de retraite,19.220 adresses emails de maisons de retraite,"Les 19.220 adresses e-mails des maisons de retraite sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Notre fichier e-mails des maisons de retraite contient les champs NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL.
Toutes les lignes du fichier email sont renseignées.
Nous ajoutons également, sans supplément de prix, les champs SIRET - APE - CA - RESULTAT - EFFECTIF que nous avons en notre possession.
19.220 noms de maisons de retraite
19.220 adresses postales des maisons de retraite et des résidence pour personnes âgées
19.220 numéros de téléphone
19.220 adresses e-mails de maisons de retraite publiques et privées
  Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",190
Base d'adresses emails de mutuelles,6.477 adresses emails de mutuelles et complémentaires santé,"Les 6.477 adresses e-mails des mutuelles sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",80
Base adresses emails pompes funèbres,7.300 adresses emails de pompes funèbres,"Les 7.300 adresses e-mails des pompes funèbres sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",95
Base d'adresses emails de psychiatres,2.865 adresses emails de psychiatres,"Les 2.865 adresses e-mails des psychiatres sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",39
Base d'adresses emails de psychologues,16.483 adresses emails de psychologues,"Les 16.483 adresses e-mails des psychologues sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
Adresses emails service à la personne,27.653 adresses emails d'entreprises de service à la personne,"Les 27.653 adresses e-mails des entreprises de service à la personne, des gardes d'enfants et de ménage repassage à domicile sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",210
Base d'adresses emails de vétérinaires,6.832 adresses emails de vétérinaires,"Les 6.832 adresses e-mails des vétérinaires sont fournies sur un fichier Excel avec les colonnes NOM - ADRESSE - CODE POSTAL - VILLE - TELEPHONE - ADRESSE E-MAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",90
Base d'adresses emails de kinésithérapeutes,20.036 adresses emails de kinésithérapeutes,"Les 20.036 adresses e-mails des kinésithérapeutes sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
  La masso-kinésithérapie est l'application d'exercices basés sur des principes scientifiques adaptés au renforcement musculaire, à l'endurance et à la mobilité de personnes ayant des limitations fonctionnelles avec un besoin prolongé de conditionnement physique.

En France le titre de masseur-kinésithérapeute est réservé aux personnes ayant d'une part obtenu un diplôme d'État français ou européen validé par le Conseil national de l'Ordre des masseurs-kinésithérapeutes — inscrit dans le livre III du Code de santé publique — et d'autre part s'étant inscrites au Conseil national de l'Ordre. L'objet de cette profession paramédicale concerne principalement la rééducation fonctionnelle par le mouvement et le massage.
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",180
Base d'adresses emails EHPAD,20.316 adresses emails d'établissement d'hébergement pour personnes âgées dépendantes,"Les 20.316  adresses e-mails des maisons de retraite et des résidences avec service sont fournies sur un fichier XLS avec les colonnes NOM - ADRESSE - CP - VILLE - TEL - EMAIL
Nous ajoutons systématiquement les champs FORME JURIDIQUE / NOM DU DIRIGEANT / DATE DE CREATION / SIRET / SIREN / CODE NAF APE / CHIFFRE D'AFFAIRES / RESULTAT / NOMBRE DE SALARIÉS EFFECTIF que nous avons en notre possession.",200
